CDREDE,DE,CODMUN,MUN,CATEG,TIPOESC,COD_ESC,NOMESC,AL_ALEMAO,AL_ESPANHOL,AL_FRANCES,AL_INGLES,AL_ITALIANO,AL_JAPONES,AL_MANDARIM,TOTAL-AL-DU,AL_ALEMAO_SAB_SEMANA,AL_ESPANHOL_SAB_SEMANA,AL_FRANCES_SAB_SEMANA,AL_INGLES_SAB_SEMANA,AL_ITALIANO_SAB_SEMANA,AL_JAPONES_SAB_SEMANA,AL_MANDARIM_SAB_SEMANA,TOTAL-AL-SAB-SEMANA,AL_ALEMAO_SAB,AL_ESPANHOL_SAB,AL_FRANCES_SAB,AL_INGLES_SAB,AL_ITALIANO_SAB,AL_JAPONES_SAB,AL_MANDARIM_SAB,TOTAL-AL-SAB,CL_ALEMAO,CL_ESPANHOL,CL_FRANCES,CL_INGLES,CL_ITALIANO,CL_JAPONES,CL_MANDARIM,TOTAL-CL-DU,CL_ALEMAO_SAB_SEMANA,CL_ESPANHOL_SAB_SEMANA,CL_FRANCES_SAB_SEMANA,CL_INGLES_SAB_SEMANA,CL_ITALIANO_SAB_SEMANA,CL_JAPONES_SAB_SEMANA,CL_MANDARIM_SAB_SEMANA,TOTAL-CL-SAB-SEMANA,CL_ALEMAO_SAB,CL_ESPANHOL_SAB,CL_FRANCES_SAB,CL_INGLES_SAB,CL_ITALIANO_SAB,CL_JAPONES_SAB,CL_MANDARIM_SAB,TOTAL-CL-SAB,AL-TOTAL-TOTAL,CL-TOTAL-TOTAL
20703,JALES,614,SANTA FE DO SUL,2,6,985806,CEL JTO A EE ITAEL DE MATOS PROFESSOR,0,238,46,56,44,0,0,384,0,0,0,0,0,0,0,0,0,154,12,64,0,0,0,230,0,11,2,2,2,0,0,17,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,9,614,26
20704,JOSE BONIFACIO,405,JOSE BONIFACIO,2,6,985363,CEL JTO A EE SEVERINO REINO,0,256,0,50,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,13
20704,JOSE BONIFACIO,451,MIRASSOL,2,6,985375,CEL JTO A EE GENARO DOMARCO,0,147,0,77,31,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,13
20710,SAO JOSE DO RIO PRETO,478,NOVA GRANADA,2,6,985399,CEL JTO A EE FRANCISCO MARQUES PINTO,0,58,29,0,26,0,0,113,0,0,0,0,0,0,0,0,0,162,0,66,0,0,0,228,0,2,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,7,341,11
20710,SAO JOSE DO RIO PRETO,647,SAO JOSE DO RIO PRETO,2,6,985405,CEL JTO A EE MONSENHOR GONCALVES,0,402,102,97,40,0,0,641,0,0,0,0,0,0,0,0,0,169,33,31,19,0,0,252,0,17,5,3,2,0,0,27,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,9,893,36
20711,VOTUPORANGA,718,VOTUPORANGA,2,6,985739,CEL JTO A EE JOSE MANOEL LOBO DR,0,66,31,49,0,0,0,146,0,0,0,0,0,0,0,0,0,143,0,49,0,0,0,192,0,3,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,8,338,15
20802,ARACATUBA,177,ARACATUBA,2,6,985417,CEL JTO A EE MANOEL BENTO DA CRUZ,0,388,81,174,34,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,5,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,26
20803,BIRIGUI,214,BIRIGUI,2,6,433640,CEL JTO A EE STELIO MACHADO LOUREIRO PROFESSOR,0,350,0,32,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,16
20804,PENAPOLIS,521,PENAPOLIS,2,6,460242,CEL JTO A EE ADELINO PETERS,0,217,0,104,0,99,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,18
20901,ADAMANTINA,150,ADAMANTINA,2,6,985429,CEL JTO A EE FLEURIDES CAVALINI MENECHINO PROFA,0,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4
20901,ADAMANTINA,292,DRACENA,2,6,458090,CEL JTO A EE ENGENHEIRO ISAC PEREIRA GARCEZ,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
20901,ADAMANTINA,408,JUNQUEIROPOLIS,2,6,458119,CEL JTO A EE IDENE RODRIGUES DOS SANTOS PROF,0,143,0,50,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,8
20901,ADAMANTINA,494,OSVALDO CRUZ,2,6,985430,CEL JTO A EE OSVALDO MARTINS,0,40,0,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3
20904,PRESIDENTE PRUDENTE,440,MARTINOPOLIS,2,6,460485,CEL JTO A EE JOAO GOMES MARTINS CORONEL,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,2
20904,PRESIDENTE PRUDENTE,562,PRESIDENTE PRUDENTE,2,6,985442,CEL JTO A EE MONSENHOR SARRION,0,368,130,182,18,74,0,772,0,0,0,0,0,0,0,0,0,91,29,35,23,18,0,196,0,13,7,6,2,3,0,31,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,7,968,38
20908,SANTO ANASTACIO,563,PRESIDENTE VENCESLAU,2,6,5028,CEL JTO A EE ANTONIO MARINHO DE CARVALHO FILHO,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
20908,SANTO ANASTACIO,625,SANTO ANASTACIO,2,6,4989,CEL JTO A EE PROFA ALICE MACIEL SANCHES ,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
20909,MIRANTE DO PARANAPANEMA,450,MIRANTE DO PARANAPANEMA,2,6,459859,CEL JTO A EE JOSE QUIRINO CAVALCANTE,0,98,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5
20909,MIRANTE DO PARANAPANEMA,470,NARANDIBA,2,6,459835,CEL JTO A EE PROFESSORA TAKAKO SUZUKI,0,89,0,33,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,4
20909,MIRANTE DO PARANAPANEMA,690,TEODORO SAMPAIO,2,6,459948,CEL JTO A EE ARTHUR RIBEIRO,0,59,0,50,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,4
21001,ASSIS,189,ASSIS,2,6,428760,CEL JTO A EE PROF CARLOS ALBERTO DE OLIVEIRA,0,313,32,90,22,53,0,510,0,0,0,0,0,0,0,0,10,145,16,69,43,12,0,295,0,13,1,3,2,3,0,22,0,0,0,0,0,0,0,0,1,5,1,2,2,1,0,12,805,34
21001,ASSIS,436,MARACAI,2,6,985485,CEL JTO A EE JOSE GONCALVES DE MENDONCA,0,62,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4
21001,ASSIS,501,PALMITAL,2,6,341010,CEL JTO A EE ADALGISA CAVEZZALE DE CAMPOS PROFA,8,72,0,0,0,0,0,80,0,0,0,0,0,0,0,0,35,50,0,0,0,0,0,85,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,165,7
21001,ASSIS,503,PARAGUACU PAULISTA,2,6,985521,CEL JTO A EE DIVA FIGUEIREDO DA SILVEIRA,0,30,0,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3
21003,MARILIA,315,GARCA,2,6,985491,CEL JTO A EE PROFA LYDIA YVONE GOMES MARQUES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,52,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,6,141,6
21003,MARILIA,438,MARILIA,2,6,985508,CEL JTO A EE MONSENHOR BICUDO,1,253,0,55,33,77,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,2,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,19
21003,MARILIA,548,POMPEIA,2,6,459768,CEL JTO A EE CULTURA E LIBERDADE,0,69,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,6
21004,OURINHOS,495,OURINHOS,2,6,363625,CEL JTO A EE DOMINGOS CAMERLINGO CALO,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,161,0,33,0,0,0,194,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,8,198,9
21004,OURINHOS,612,SANTA CRUZ DO RIO PARDO,2,6,460230,CEL JTO A EE LEONIDAS DO AMARAL VIEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,8,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,6,107,6
21006,TUPA,570,RANCHARIA,2,6,458971,CEL JTO A EE ANTONIO JOSE DOS SANTOS DOM,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
21006,TUPA,697,TUPA,2,6,985512,CEL JTO A EE INDIA VANUIRE,0,119,0,0,76,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,9
21101,MIRACATU,448,MIRACATU,2,6,459781,CEL JTO A EE ARMANDO GONCALVES PROF,0,244,0,109,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,13
21102,REGISTRO,574,REGISTRO,2,6,985533,CEL JTO A EE FABIO BARRETO DOUTOR,0,368,0,140,0,99,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,22
